Date of Lead Publication,Imported By,Date Imported,Verification Status,Lead Id,Lead Title,Lead URL,Authoring Organizations Type,Author,Source,Lead Priority,Assignee,Entry Id,Lead-Entry Id,Modified Excerpt,Original Excerpt,Context - Dimension,Context - Subdimension,Population,Vulnerable groups - Level 0,Factors - Dimension,Factors - Subdimension,Malawi Polygons,Country,Country (code),District,District (code),Town,Town (code),Date,Reliability,Health Services - Dimension,Health Services - Subdimension,Outbreak - Dimension,Outbreak - Subdimension,Health and social consequences,Interventions to control the outbreak,Spread of the outbreak,Health workforce,Socio-economic status
17-03-2022,Delphyne de Peretti,02-05-2022,Uncontrolled,78696,Perceived implications of Covid-19 policy measures on food insecurity among urban residents in Blantyre Malawi,https://bmcpublichealth.biomedcentral.com/track/pdf/10.1186/s12889-022-12922-6.pdf,,,BMC Public Health,Low,Delphyne de Peretti,573469,78696-573469,"These measures have increased the vulnerability of the residents to food insecurity, forcing them to face severe challenges to accessing adequate food to support their families as a result of low incomes, job loss, and business disruptions.",,Factors,Livelihoods and economic relations,Urban,,,,,Malawi,Malawi,Blantyre,Blantyre,,,01-04-2021,Medium,,,Response,Government measures,Decrease,Enable,Discourage,,
17-03-2022,Delphyne de Peretti,02-05-2022,Uncontrolled,78696,Perceived implications of Covid-19 policy measures on food insecurity among urban residents in Blantyre Malawi,https://bmcpublichealth.biomedcentral.com/track/pdf/10.1186/s12889-022-12922-6.pdf,,,BMC Public Health,Low,Delphyne de Peretti,573469,78696-573469,"These measures have increased the vulnerability of the residents to food insecurity, forcing them to face severe challenges to accessing adequate food to support their families as a result of low incomes, job loss, and business disruptions.",,Factors,Livelihoods and economic relations,Urban,,,,,Malawi,Malawi,,,,,01-04-2021,Medium,,,Response,Government measures,Decrease,Enable,Discourage,,
17-03-2022,Delphyne de Peretti,02-05-2022,Uncontrolled,78696,Perceived implications of Covid-19 policy measures on food insecurity among urban residents in Blantyre Malawi,https://bmcpublichealth.biomedcentral.com/track/pdf/10.1186/s12889-022-12922-6.pdf,,,BMC Public Health,Low,Delphyne de Peretti,573468,78696-573468,The COVID-19 lockdown measures undermined participants’ ability to maintain livelihoods.,,Factors,Livelihoods and economic relations,Urban,,,,,Malawi,Malawi,Blantyre,Blantyre,,,01-04-2021,Medium,,,Disease,Covid-19,Increase,Enable,Facilitate,,
17-03-2022,Delphyne de Peretti,02-05-2022,Uncontrolled,78696,Perceived implications of Covid-19 policy measures on food insecurity among urban residents in Blantyre Malawi,https://bmcpublichealth.biomedcentral.com/track/pdf/10.1186/s12889-022-12922-6.pdf,,,BMC Public Health,Low,Delphyne de Peretti,573468,78696-573468,The COVID-19 lockdown measures undermined participants’ ability to maintain livelihoods.,,Factors,Livelihoods and economic relations,Urban,,,,,Malawi,Malawi,,,,,01-04-2021,Medium,,,Disease,Covid-19,Increase,Enable,Facilitate,,
17-03-2022,Delphyne de Peretti,02-05-2022,Uncontrolled,78696,Perceived implications of Covid-19 policy measures on food insecurity among urban residents in Blantyre Malawi,https://bmcpublichealth.biomedcentral.com/track/pdf/10.1186/s12889-022-12922-6.pdf,,,BMC Public Health,Low,Delphyne de Peretti,573468,78696-573468,The COVID-19 lockdown measures undermined participants’ ability to maintain livelihoods.,,Factors,Livelihoods and economic relations,Urban,,,,,Malawi,Malawi,Blantyre,Blantyre,,,01-04-2021,Medium,,,Response,Government measures,Increase,Enable,Facilitate,,
17-03-2022,Delphyne de Peretti,02-05-2022,Uncontrolled,78696,Perceived implications of Covid-19 policy measures on food insecurity among urban residents in Blantyre Malawi,https://bmcpublichealth.biomedcentral.com/track/pdf/10.1186/s12889-022-12922-6.pdf,,,BMC Public Health,Low,Delphyne de Peretti,573468,78696-573468,The COVID-19 lockdown measures undermined participants’ ability to maintain livelihoods.,,Factors,Livelihoods and economic relations,Urban,,,,,Malawi,Malawi,,,,,01-04-2021,Medium,,,Response,Government measures,Increase,Enable,Facilitate,,
17-03-2022,Delphyne de Peretti,02-05-2022,Uncontrolled,78696,Perceived implications of Covid-19 policy measures on food insecurity among urban residents in Blantyre Malawi,https://bmcpublichealth.biomedcentral.com/track/pdf/10.1186/s12889-022-12922-6.pdf,,,BMC Public Health,Low,Delphyne de Peretti,573467,78696-573467,Malawi is at the brink of experiencing food insecurity amidst the COVID-19 pandemic as the vast majority of its population lives in extreme poverty.,,,,Urban,,,,,Malawi,Malawi,Blantyre,Blantyre,,,01-04-2021,Medium,,,Disease,Covid-19,Neutral,Neutral,Neutral,,
17-03-2022,Delphyne de Peretti,02-05-2022,Uncontrolled,78696,Perceived implications of Covid-19 policy measures on food insecurity among urban residents in Blantyre Malawi,https://bmcpublichealth.biomedcentral.com/track/pdf/10.1186/s12889-022-12922-6.pdf,,,BMC Public Health,Low,Delphyne de Peretti,573467,78696-573467,Malawi is at the brink of experiencing food insecurity amidst the COVID-19 pandemic as the vast majority of its population lives in extreme poverty.,,,,Urban,,,,,Malawi,Malawi,,,,,01-04-2021,Medium,,,Disease,Covid-19,Neutral,Neutral,Neutral,,
17-03-2022,Delphyne de Peretti,02-05-2022,Uncontrolled,78696,Perceived implications of Covid-19 policy measures on food insecurity among urban residents in Blantyre Malawi,https://bmcpublichealth.biomedcentral.com/track/pdf/10.1186/s12889-022-12922-6.pdf,,,BMC Public Health,Low,Delphyne de Peretti,573466,78696-573466,Perceived implications of COVID-19 policy measures on food insecurity among urban residents in Blantyre Malawi,,Factors,Livelihoods and economic relations,Urban,,,,,Malawi,Malawi,Blantyre,Blantyre,,,01-04-2021,High,,,Disease,Covid-19,Increase,Enable,Discourage,,
17-03-2022,Delphyne de Peretti,02-05-2022,Uncontrolled,78696,Perceived implications of Covid-19 policy measures on food insecurity among urban residents in Blantyre Malawi,https://bmcpublichealth.biomedcentral.com/track/pdf/10.1186/s12889-022-12922-6.pdf,,,BMC Public Health,Low,Delphyne de Peretti,573466,78696-573466,Perceived implications of COVID-19 policy measures on food insecurity among urban residents in Blantyre Malawi,,Factors,Social vulnerabilities,Urban,,,,,Malawi,Malawi,Blantyre,Blantyre,,,01-04-2021,High,,,Disease,Covid-19,Increase,Enable,Discourage,,
17-03-2022,Delphyne de Peretti,02-05-2022,Uncontrolled,78696,Perceived implications of Covid-19 policy measures on food insecurity among urban residents in Blantyre Malawi,https://bmcpublichealth.biomedcentral.com/track/pdf/10.1186/s12889-022-12922-6.pdf,,,BMC Public Health,Low,Delphyne de Peretti,573466,78696-573466,Perceived implications of COVID-19 policy measures on food insecurity among urban residents in Blantyre Malawi,,Factors,Livelihoods and economic relations,Urban,,,,,Malawi,Malawi,,,,,01-04-2021,High,,,Disease,Covid-19,Increase,Enable,Discourage,,
17-03-2022,Delphyne de Peretti,02-05-2022,Uncontrolled,78696,Perceived implications of Covid-19 policy measures on food insecurity among urban residents in Blantyre Malawi,https://bmcpublichealth.biomedcentral.com/track/pdf/10.1186/s12889-022-12922-6.pdf,,,BMC Public Health,Low,Delphyne de Peretti,573466,78696-573466,Perceived implications of COVID-19 policy measures on food insecurity among urban residents in Blantyre Malawi,,Factors,Social vulnerabilities,Urban,,,,,Malawi,Malawi,,,,,01-04-2021,High,,,Disease,Covid-19,Increase,Enable,Discourage,,
17-03-2022,Delphyne de Peretti,02-05-2022,Uncontrolled,78696,Perceived implications of Covid-19 policy measures on food insecurity among urban residents in Blantyre Malawi,https://bmcpublichealth.biomedcentral.com/track/pdf/10.1186/s12889-022-12922-6.pdf,,,BMC Public Health,Low,Delphyne de Peretti,573466,78696-573466,Perceived implications of COVID-19 policy measures on food insecurity among urban residents in Blantyre Malawi,,Factors,Livelihoods and economic relations,Urban,,,,,Malawi,Malawi,Blantyre,Blantyre,,,01-04-2021,High,,,Response,Government measures,Increase,Enable,Discourage,,
17-03-2022,Delphyne de Peretti,02-05-2022,Uncontrolled,78696,Perceived implications of Covid-19 policy measures on food insecurity among urban residents in Blantyre Malawi,https://bmcpublichealth.biomedcentral.com/track/pdf/10.1186/s12889-022-12922-6.pdf,,,BMC Public Health,Low,Delphyne de Peretti,573466,78696-573466,Perceived implications of COVID-19 policy measures on food insecurity among urban residents in Blantyre Malawi,,Factors,Social vulnerabilities,Urban,,,,,Malawi,Malawi,Blantyre,Blantyre,,,01-04-2021,High,,,Response,Government measures,Increase,Enable,Discourage,,
17-03-2022,Delphyne de Peretti,02-05-2022,Uncontrolled,78696,Perceived implications of Covid-19 policy measures on food insecurity among urban residents in Blantyre Malawi,https://bmcpublichealth.biomedcentral.com/track/pdf/10.1186/s12889-022-12922-6.pdf,,,BMC Public Health,Low,Delphyne de Peretti,573466,78696-573466,Perceived implications of COVID-19 policy measures on food insecurity among urban residents in Blantyre Malawi,,Factors,Livelihoods and economic relations,Urban,,,,,Malawi,Malawi,,,,,01-04-2021,High,,,Response,Government measures,Increase,Enable,Discourage,,
17-03-2022,Delphyne de Peretti,02-05-2022,Uncontrolled,78696,Perceived implications of Covid-19 policy measures on food insecurity among urban residents in Blantyre Malawi,https://bmcpublichealth.biomedcentral.com/track/pdf/10.1186/s12889-022-12922-6.pdf,,,BMC Public Health,Low,Delphyne de Peretti,573466,78696-573466,Perceived implications of COVID-19 policy measures on food insecurity among urban residents in Blantyre Malawi,,Factors,Social vulnerabilities,Urban,,,,,Malawi,Malawi,,,,,01-04-2021,High,,,Response,Government measures,Increase,Enable,Discourage,,
18-02-2022,Delphyne de Peretti,02-05-2022,Uncontrolled,79724,Malawi finds Africa’s first wild polio case in five years,https://www.bbc.com/news/world-africa-60429726,,,BBC Wolrd Africa,Low,Delphyne de Peretti,573461,79724-573461,Twenty-five years ago thousands of children in Africa were paralysed by the virus. But following a mass vaccination campaign across the continent 95% of the population has been immunised.,,,,Unspecified/General population,,,,,Malawi,Malawi,,,,,18-02-2022,Medium,,,Disease,Polio,Neutral,Neutral,Neutral,,
18-02-2022,Delphyne de Peretti,02-05-2022,Uncontrolled,79724,Malawi finds Africa’s first wild polio case in five years,https://www.bbc.com/news/world-africa-60429726,,,BBC Wolrd Africa,Low,Delphyne de Peretti,573461,79724-573461,Twenty-five years ago thousands of children in Africa were paralysed by the virus. But following a mass vaccination campaign across the continent 95% of the population has been immunised.,,,,Unspecified/General population,,,,,Malawi,Malawi,,,,,18-02-2022,Medium,,,Response,Vaccination,Neutral,Neutral,Neutral,,
18-02-2022,Delphyne de Peretti,02-05-2022,Uncontrolled,79724,Malawi finds Africa’s first wild polio case in five years,https://www.bbc.com/news/world-africa-60429726,,,BBC Wolrd Africa,Low,Delphyne de Peretti,573460,79724-573460,Malawi has declared a wild polio outbreak after a case was identified in a three-year-old girl - the first of its kind in Africa for more than five years.,,,,Unspecified/General population,,,,,Malawi,Malawi,,,,,18-02-2022,Medium,,,Disease,Polio,Neutral,Neutral,Neutral,,
18-02-2022,Delphyne de Peretti,02-05-2022,Uncontrolled,79724,Malawi finds Africa’s first wild polio case in five years,https://www.bbc.com/news/world-africa-60429726,,,BBC Wolrd Africa,Low,Delphyne de Peretti,573459,79724-573459,The Malawian authorities are now working to contain any possible spread including by boosting immunisation.,,Factors,Engaging civil society and local organisations,Unspecified/General population,,,,,Malawi,Malawi,,,,,18-02-2022,Medium,,,Disease,Polio,Decrease,Enable,Facilitate,,
18-02-2022,Delphyne de Peretti,02-05-2022,Uncontrolled,79724,Malawi finds Africa’s first wild polio case in five years,https://www.bbc.com/news/world-africa-60429726,,,BBC Wolrd Africa,Low,Delphyne de Peretti,573459,79724-573459,The Malawian authorities are now working to contain any possible spread including by boosting immunisation.,,Factors,Engaging civil society and local organisations,Unspecified/General population,,,,,Malawi,Malawi,,,,,18-02-2022,Medium,,,Response,Government measures,Decrease,Enable,Facilitate,,
18-02-2022,Delphyne de Peretti,02-05-2022,Uncontrolled,79724,Malawi finds Africa’s first wild polio case in five years,https://www.bbc.com/news/world-africa-60429726,,,BBC Wolrd Africa,Low,Delphyne de Peretti,573459,79724-573459,The Malawian authorities are now working to contain any possible spread including by boosting immunisation.,,Factors,Engaging civil society and local organisations,Unspecified/General population,,,,,Malawi,Malawi,,,,,18-02-2022,Medium,,,Response,Vaccination,Decrease,Enable,Facilitate,,
18-02-2022,Delphyne de Peretti,02-05-2022,Uncontrolled,79724,Malawi finds Africa’s first wild polio case in five years,https://www.bbc.com/news/world-africa-60429726,,,BBC Wolrd Africa,Low,Delphyne de Peretti,573458,79724-573458,Malawi finds Africa’s first wild polio case in five years,,,,Unspecified/General population,,,,,Malawi,Malawi,,,,,18-02-2022,Medium,,,Disease,Polio,Neutral,Neutral,Neutral,,
16-03-2022,Delphyne de Peretti,28-04-2022,Uncontrolled,79284,Uptake of the COVID-19 vaccine among healthcare workers in Malawi,https://prod-api.thedeep.io/private-file/7839d91b-84cb-46a1-b183-27d7d6269787/ihac007.pdf,,,Partners in Hope,Low,Delphyne de Peretti,572881,79284-572881,Uptake of the COVID-19 vaccine among healthcare workers in Malawi,Uptake of the COVID-19 vaccine among healthcare workers in Malawi,,,Unspecified/General population,,,,,Malawi,Malawi,,,,,26-03-2021,Very high,Effectiveness,Health worker's compliance,Disease,Covid-19,Neutral,Neutral,Neutral,Health care workers,
16-03-2022,Delphyne de Peretti,28-04-2022,Uncontrolled,79284,Uptake of the COVID-19 vaccine among healthcare workers in Malawi,https://prod-api.thedeep.io/private-file/7839d91b-84cb-46a1-b183-27d7d6269787/ihac007.pdf,,,Partners in Hope,Low,Delphyne de Peretti,572881,79284-572881,Uptake of the COVID-19 vaccine among healthcare workers in Malawi,Uptake of the COVID-19 vaccine among healthcare workers in Malawi,,,Unspecified/General population,,,,,Malawi,Malawi,,,,,26-03-2021,Very high,Effectiveness,Health worker's compliance,Response,Vaccination,Neutral,Neutral,Neutral,Health care workers,
16-03-2022,Delphyne de Peretti,27-04-2022,Uncontrolled,79284,Uptake of the COVID-19 vaccine among healthcare workers in Malawi,https://prod-api.thedeep.io/private-file/7839d91b-84cb-46a1-b183-27d7d6269787/ihac007.pdf,,,Partners in Hope,Low,Delphyne de Peretti,572442,79284-572442,"Vaccine uptake was likely associated with the perceived bene?ts and safety of the COVID-19 vaccine, and with exposure to negative vaccine information, which was very common in this sample, particularly from loved ones and via social media.","Vaccine uptake was likely associated with the perceived bene?ts and safety of the COVID-19 vaccine, and with exposure to negative vaccine information, which was very common in this sample, particularly from loved ones and via social media.",Factors,Relevant languages and communication preferences,Urban,,,,,Malawi,Malawi,,,,,05-05-2021,High,,,Disease,Covid-19,Increase,Neutral,Facilitate,Health care workers,
16-03-2022,Delphyne de Peretti,27-04-2022,Uncontrolled,79284,Uptake of the COVID-19 vaccine among healthcare workers in Malawi,https://prod-api.thedeep.io/private-file/7839d91b-84cb-46a1-b183-27d7d6269787/ihac007.pdf,,,Partners in Hope,Low,Delphyne de Peretti,572442,79284-572442,"Vaccine uptake was likely associated with the perceived bene?ts and safety of the COVID-19 vaccine, and with exposure to negative vaccine information, which was very common in this sample, particularly from loved ones and via social media.","Vaccine uptake was likely associated with the perceived bene?ts and safety of the COVID-19 vaccine, and with exposure to negative vaccine information, which was very common in this sample, particularly from loved ones and via social media.",Factors,Relevant languages and communication preferences,Urban,,,,,Malawi,Malawi,,,,,05-05-2021,High,,,Response,Vaccination,Increase,Neutral,Facilitate,Health care workers,
16-03-2022,Delphyne de Peretti,27-04-2022,Uncontrolled,79284,Uptake of the COVID-19 vaccine among healthcare workers in Malawi,https://prod-api.thedeep.io/private-file/7839d91b-84cb-46a1-b183-27d7d6269787/ihac007.pdf,,,Partners in Hope,Low,Delphyne de Peretti,572441,79284-572441,"Many respondents reported hearing negative information about the COVID-19 vaccine from a variety of sources. Social relationships and social media were particularly common sources of negative information about the COVID-19 vaccine. Of particular note, over three-quarters of respondents had encountered negative information via messaging apps. This information about speci?c social media sources disseminating negative information can guide the targeted placement of factual vaccine information. This is particularly important given the association between exposure to negative information and vaccination motivation, in particular whether the respondent would encourage loved ones to be vaccinated.","Many respondents reported hearing negative information about the COVID-19 vaccine from a variety of sources. Social rela- tionships and social media were particularly common sources of negative information about the COVID-19 vaccine. Of particular note, over three-quarters of respondents had encountered nega- tive information via messaging apps. This information about spe- ci?c social media sources disseminating negative information can guide the targeted placement of factual vaccine information. This is particularly important given the association between exposure to negative information and vaccination motivation, in particu- lar whether the respondent would encourage loved ones to be vaccinated.",Factors,Relevant languages and communication preferences,Urban,,,,,Malawi,Malawi,,,,,05-05-2021,Medium,Acceptibility,Intention,Disease,Covid-19,Increase,Neutral,Facilitate,Health care worker,
16-03-2022,Delphyne de Peretti,27-04-2022,Uncontrolled,79284,Uptake of the COVID-19 vaccine among healthcare workers in Malawi,https://prod-api.thedeep.io/private-file/7839d91b-84cb-46a1-b183-27d7d6269787/ihac007.pdf,,,Partners in Hope,Low,Delphyne de Peretti,572441,79284-572441,"Many respondents reported hearing negative information about the COVID-19 vaccine from a variety of sources. Social relationships and social media were particularly common sources of negative information about the COVID-19 vaccine. Of particular note, over three-quarters of respondents had encountered negative information via messaging apps. This information about speci?c social media sources disseminating negative information can guide the targeted placement of factual vaccine information. This is particularly important given the association between exposure to negative information and vaccination motivation, in particular whether the respondent would encourage loved ones to be vaccinated.","Many respondents reported hearing negative information about the COVID-19 vaccine from a variety of sources. Social rela- tionships and social media were particularly common sources of negative information about the COVID-19 vaccine. Of particular note, over three-quarters of respondents had encountered nega- tive information via messaging apps. This information about spe- ci?c social media sources disseminating negative information can guide the targeted placement of factual vaccine information. This is particularly important given the association between exposure to negative information and vaccination motivation, in particu- lar whether the respondent would encourage loved ones to be vaccinated.",Factors,Relevant languages and communication preferences,Urban,,,,,Malawi,Malawi,,,,,05-05-2021,Medium,Acceptibility,Perceived effectiveness,Disease,Covid-19,Increase,Neutral,Facilitate,Health care worker,
16-03-2022,Delphyne de Peretti,27-04-2022,Uncontrolled,79284,Uptake of the COVID-19 vaccine among healthcare workers in Malawi,https://prod-api.thedeep.io/private-file/7839d91b-84cb-46a1-b183-27d7d6269787/ihac007.pdf,,,Partners in Hope,Low,Delphyne de Peretti,572441,79284-572441,"Many respondents reported hearing negative information about the COVID-19 vaccine from a variety of sources. Social relationships and social media were particularly common sources of negative information about the COVID-19 vaccine. Of particular note, over three-quarters of respondents had encountered negative information via messaging apps. This information about speci?c social media sources disseminating negative information can guide the targeted placement of factual vaccine information. This is particularly important given the association between exposure to negative information and vaccination motivation, in particular whether the respondent would encourage loved ones to be vaccinated.","Many respondents reported hearing negative information about the COVID-19 vaccine from a variety of sources. Social rela- tionships and social media were particularly common sources of negative information about the COVID-19 vaccine. Of particular note, over three-quarters of respondents had encountered nega- tive information via messaging apps. This information about spe- ci?c social media sources disseminating negative information can guide the targeted placement of factual vaccine information. This is particularly important given the association between exposure to negative information and vaccination motivation, in particu- lar whether the respondent would encourage loved ones to be vaccinated.",Factors,Relevant languages and communication preferences,Urban,,,,,Malawi,Malawi,,,,,05-05-2021,Medium,Effectiveness,Treatment adherence,Disease,Covid-19,Increase,Neutral,Facilitate,Health care worker,
16-03-2022,Delphyne de Peretti,27-04-2022,Uncontrolled,79284,Uptake of the COVID-19 vaccine among healthcare workers in Malawi,https://prod-api.thedeep.io/private-file/7839d91b-84cb-46a1-b183-27d7d6269787/ihac007.pdf,,,Partners in Hope,Low,Delphyne de Peretti,572441,79284-572441,"Many respondents reported hearing negative information about the COVID-19 vaccine from a variety of sources. Social relationships and social media were particularly common sources of negative information about the COVID-19 vaccine. Of particular note, over three-quarters of respondents had encountered negative information via messaging apps. This information about speci?c social media sources disseminating negative information can guide the targeted placement of factual vaccine information. This is particularly important given the association between exposure to negative information and vaccination motivation, in particular whether the respondent would encourage loved ones to be vaccinated.","Many respondents reported hearing negative information about the COVID-19 vaccine from a variety of sources. Social rela- tionships and social media were particularly common sources of negative information about the COVID-19 vaccine. Of particular note, over three-quarters of respondents had encountered nega- tive information via messaging apps. This information about spe- ci?c social media sources disseminating negative information can guide the targeted placement of factual vaccine information. This is particularly important given the association between exposure to negative information and vaccination motivation, in particu- lar whether the respondent would encourage loved ones to be vaccinated.",Factors,Relevant languages and communication preferences,Urban,,,,,Malawi,Malawi,,,,,05-05-2021,Medium,Accessibility,Informational,Disease,Covid-19,Increase,Neutral,Facilitate,Health care worker,
16-03-2022,Delphyne de Peretti,27-04-2022,Uncontrolled,79284,Uptake of the COVID-19 vaccine among healthcare workers in Malawi,https://prod-api.thedeep.io/private-file/7839d91b-84cb-46a1-b183-27d7d6269787/ihac007.pdf,,,Partners in Hope,Low,Delphyne de Peretti,572441,79284-572441,"Many respondents reported hearing negative information about the COVID-19 vaccine from a variety of sources. Social relationships and social media were particularly common sources of negative information about the COVID-19 vaccine. Of particular note, over three-quarters of respondents had encountered negative information via messaging apps. This information about speci?c social media sources disseminating negative information can guide the targeted placement of factual vaccine information. This is particularly important given the association between exposure to negative information and vaccination motivation, in particular whether the respondent would encourage loved ones to be vaccinated.","Many respondents reported hearing negative information about the COVID-19 vaccine from a variety of sources. Social rela- tionships and social media were particularly common sources of negative information about the COVID-19 vaccine. Of particular note, over three-quarters of respondents had encountered nega- tive information via messaging apps. This information about spe- ci?c social media sources disseminating negative information can guide the targeted placement of factual vaccine information. This is particularly important given the association between exposure to negative information and vaccination motivation, in particu- lar whether the respondent would encourage loved ones to be vaccinated.",Factors,Relevant languages and communication preferences,Urban,,,,,Malawi,Malawi,,,,,05-05-2021,Medium,Acceptibility,Intention,Response,Vaccination,Increase,Neutral,Facilitate,Health care worker,
16-03-2022,Delphyne de Peretti,27-04-2022,Uncontrolled,79284,Uptake of the COVID-19 vaccine among healthcare workers in Malawi,https://prod-api.thedeep.io/private-file/7839d91b-84cb-46a1-b183-27d7d6269787/ihac007.pdf,,,Partners in Hope,Low,Delphyne de Peretti,572441,79284-572441,"Many respondents reported hearing negative information about the COVID-19 vaccine from a variety of sources. Social relationships and social media were particularly common sources of negative information about the COVID-19 vaccine. Of particular note, over three-quarters of respondents had encountered negative information via messaging apps. This information about speci?c social media sources disseminating negative information can guide the targeted placement of factual vaccine information. This is particularly important given the association between exposure to negative information and vaccination motivation, in particular whether the respondent would encourage loved ones to be vaccinated.","Many respondents reported hearing negative information about the COVID-19 vaccine from a variety of sources. Social rela- tionships and social media were particularly common sources of negative information about the COVID-19 vaccine. Of particular note, over three-quarters of respondents had encountered nega- tive information via messaging apps. This information about spe- ci?c social media sources disseminating negative information can guide the targeted placement of factual vaccine information. This is particularly important given the association between exposure to negative information and vaccination motivation, in particu- lar whether the respondent would encourage loved ones to be vaccinated.",Factors,Relevant languages and communication preferences,Urban,,,,,Malawi,Malawi,,,,,05-05-2021,Medium,Acceptibility,Perceived effectiveness,Response,Vaccination,Increase,Neutral,Facilitate,Health care worker,
16-03-2022,Delphyne de Peretti,27-04-2022,Uncontrolled,79284,Uptake of the COVID-19 vaccine among healthcare workers in Malawi,https://prod-api.thedeep.io/private-file/7839d91b-84cb-46a1-b183-27d7d6269787/ihac007.pdf,,,Partners in Hope,Low,Delphyne de Peretti,572441,79284-572441,"Many respondents reported hearing negative information about the COVID-19 vaccine from a variety of sources. Social relationships and social media were particularly common sources of negative information about the COVID-19 vaccine. Of particular note, over three-quarters of respondents had encountered negative information via messaging apps. This information about speci?c social media sources disseminating negative information can guide the targeted placement of factual vaccine information. This is particularly important given the association between exposure to negative information and vaccination motivation, in particular whether the respondent would encourage loved ones to be vaccinated.","Many respondents reported hearing negative information about the COVID-19 vaccine from a variety of sources. Social rela- tionships and social media were particularly common sources of negative information about the COVID-19 vaccine. Of particular note, over three-quarters of respondents had encountered nega- tive information via messaging apps. This information about spe- ci?c social media sources disseminating negative information can guide the targeted placement of factual vaccine information. This is particularly important given the association between exposure to negative information and vaccination motivation, in particu- lar whether the respondent would encourage loved ones to be vaccinated.",Factors,Relevant languages and communication preferences,Urban,,,,,Malawi,Malawi,,,,,05-05-2021,Medium,Effectiveness,Treatment adherence,Response,Vaccination,Increase,Neutral,Facilitate,Health care worker,
16-03-2022,Delphyne de Peretti,27-04-2022,Uncontrolled,79284,Uptake of the COVID-19 vaccine among healthcare workers in Malawi,https://prod-api.thedeep.io/private-file/7839d91b-84cb-46a1-b183-27d7d6269787/ihac007.pdf,,,Partners in Hope,Low,Delphyne de Peretti,572441,79284-572441,"Many respondents reported hearing negative information about the COVID-19 vaccine from a variety of sources. Social relationships and social media were particularly common sources of negative information about the COVID-19 vaccine. Of particular note, over three-quarters of respondents had encountered negative information via messaging apps. This information about speci?c social media sources disseminating negative information can guide the targeted placement of factual vaccine information. This is particularly important given the association between exposure to negative information and vaccination motivation, in particular whether the respondent would encourage loved ones to be vaccinated.","Many respondents reported hearing negative information about the COVID-19 vaccine from a variety of sources. Social rela- tionships and social media were particularly common sources of negative information about the COVID-19 vaccine. Of particular note, over three-quarters of respondents had encountered nega- tive information via messaging apps. This information about spe- ci?c social media sources disseminating negative information can guide the targeted placement of factual vaccine information. This is particularly important given the association between exposure to negative information and vaccination motivation, in particu- lar whether the respondent would encourage loved ones to be vaccinated.",Factors,Relevant languages and communication preferences,Urban,,,,,Malawi,Malawi,,,,,05-05-2021,Medium,Accessibility,Informational,Response,Vaccination,Increase,Neutral,Facilitate,Health care worker,
16-03-2022,Delphyne de Peretti,27-04-2022,Uncontrolled,79284,Uptake of the COVID-19 vaccine among healthcare workers in Malawi,https://prod-api.thedeep.io/private-file/7839d91b-84cb-46a1-b183-27d7d6269787/ihac007.pdf,,,Partners in Hope,Low,Delphyne de Peretti,572440,79284-572440,This survey found a high uptake—>80%—of the COVID-19 vaccine among HCWs in Malawi at the time of the national vaccination program launch and following a surge in COVID-19 cases.,This survey found a high uptake—>80%—of the COVID-19 vac- cine among HCWs in Malawi at the time of the national vacci- nation program launch and following a surge in COVID-19 cases.,,,Urban,,,,,Malawi,Malawi,,,,,05-05-2021,Medium,Effectiveness,Health worker's compliance,Disease,Covid-19,Neutral,Neutral,Neutral,Health care worker,
16-03-2022,Delphyne de Peretti,27-04-2022,Uncontrolled,79284,Uptake of the COVID-19 vaccine among healthcare workers in Malawi,https://prod-api.thedeep.io/private-file/7839d91b-84cb-46a1-b183-27d7d6269787/ihac007.pdf,,,Partners in Hope,Low,Delphyne de Peretti,572440,79284-572440,This survey found a high uptake—>80%—of the COVID-19 vaccine among HCWs in Malawi at the time of the national vaccination program launch and following a surge in COVID-19 cases.,This survey found a high uptake—>80%—of the COVID-19 vac- cine among HCWs in Malawi at the time of the national vacci- nation program launch and following a surge in COVID-19 cases.,,,Urban,,,,,Malawi,Malawi,,,,,05-05-2021,Medium,Effectiveness,Health worker's compliance,Response,Vaccination,Neutral,Neutral,Neutral,Health care worker,
16-03-2022,Delphyne de Peretti,27-04-2022,Uncontrolled,79284,Uptake of the COVID-19 vaccine among healthcare workers in Malawi,https://prod-api.thedeep.io/private-file/7839d91b-84cb-46a1-b183-27d7d6269787/ihac007.pdf,,,Partners in Hope,Low,Delphyne de Peretti,572438,79284-572438,"Nearly 980 000 ?rst doses, and 366 000 second doses, of the Serum Institute-AstraZeneca COVID-19 vaccine (COVISHIELD), had been distributed nationally as of 16 December 2021.16","nearly 980 000 ?rst doses, and 366 000 second doses, of the Serum Institute-AstraZeneca COVID-19 vaccine (COVISHIELD), had been distributed nationally as of 16 December 2021.16",,,Urban,,,,,Malawi,Malawi,,,,,16-12-2021,High,,,Disease,Covid-19,Neutral,Neutral,Neutral,Health care worker,
