,iso3,admin_level_1,indicator_id,subvariable,question,indicator_value,nominator,denominator,gender,age_group,age_info,target_group,area,indicator_date,indicator_matching,error_margin,representativeness,limitation,indicator_comment,source_id,interpolated,insert_date,publish,indicator_month,indicator_name,dimension,variable,indicator_type,indicator_publish,country_name,region,display_in_tableau,income_group,fragility_index_fund_for_peace,organisation,title,details,authors,methodology,sample_size,target_pop,scale,quality_check,access_type,source_comment,publication_channel,link,source_date,key_words,source_status,frequency,sample_type,population_size,category
1188,ZWE,National,TES002,Part of other medical care,Do any of the following reasons describe why you were tested for COVID-19 in the past 14 days? - I was tested while receiving other medical care,0.113353,8.0,68.0,All,All,Unspecified,Unspecified,All,2021-08-01,Match,0.12126781251816648,Acceptable,"Facebook users only, Limited sample size",,S112,0,2022-03-24 07:14:46,1,2021-08-01,Reason for being tested for COVID-19,Tests,Reason,Core indicator,N,Zimbabwe,ESAR,Y,Lower middle income,Extremely Fragile,University of Maryland,COVID-19 World Survey Data API,"This is an API for accessing the daily COVID-19 World Symptoms Survey data. Data calculated based on the Facebook global symptoms survey data. Using the survey data, we estimate the percentage of people in a given country or region. ","Junchuan Fan, Yao Li, Kathleen Stewart, Anil R. Kommareddy, Adrianne Bradford, Samantha Chiu, Frauke Kreuter, Neta Barkay, Alyssa Bilinski, Brian Kim, Roee Eliat, Tal Galili, Daniel Haimovich, Sarah LaRocca, Stanley Presser, Katherine Morris, Joshua A Salomon, Elizabeth A. Stuart, Ryan Tibshirani, Tali Alterman Barash, Curtiss Cobb, Andres Garcia, Andi Gros, Ahmed Isa, Alex Kaess, Faisal Karim, Ofir Eretz Kedosha, Shelly Matskel, Roee Melamed, Amey Patankar, Irit Rutenberg, Tal Salmona, David Vannette",Misc.,,,Multi-country,Peer-review,Dataset,,University of Maryland,https://covidmap.umd.edu/api.html,2020-06-01,vaccination|protection measures|trust,Processed,monthly,Panel-based sample,14862924.0,Global
1189,ZWE,National,TES002,Part of other medical care,Do any of the following reasons describe why you were tested for COVID-19 in the past 14 days? - I was tested while receiving other medical care,0.250659,14.0,54.0,All,All,Unspecified,Unspecified,All,2021-09-01,Match,0.13608276348795434,Acceptable,"Facebook users only, Limited sample size",,S112,0,2022-03-24 08:23:19,1,2021-09-01,Reason for being tested for COVID-19,Tests,Reason,Core indicator,N,Zimbabwe,ESAR,Y,Lower middle income,Extremely Fragile,University of Maryland,COVID-19 World Survey Data API,"This is an API for accessing the daily COVID-19 World Symptoms Survey data. Data calculated based on the Facebook global symptoms survey data. Using the survey data, we estimate the percentage of people in a given country or region. ","Junchuan Fan, Yao Li, Kathleen Stewart, Anil R. Kommareddy, Adrianne Bradford, Samantha Chiu, Frauke Kreuter, Neta Barkay, Alyssa Bilinski, Brian Kim, Roee Eliat, Tal Galili, Daniel Haimovich, Sarah LaRocca, Stanley Presser, Katherine Morris, Joshua A Salomon, Elizabeth A. Stuart, Ryan Tibshirani, Tali Alterman Barash, Curtiss Cobb, Andres Garcia, Andi Gros, Ahmed Isa, Alex Kaess, Faisal Karim, Ofir Eretz Kedosha, Shelly Matskel, Roee Melamed, Amey Patankar, Irit Rutenberg, Tal Salmona, David Vannette",Misc.,,,Multi-country,Peer-review,Dataset,,University of Maryland,https://covidmap.umd.edu/api.html,2020-06-01,vaccination|protection measures|trust,Processed,monthly,Panel-based sample,14862924.0,Global
1190,ZWE,National,TES002,Part of other medical care,Do any of the following reasons describe why you were tested for COVID-19 in the past 14 days? - I was tested while receiving other medical care,0.291032,16.0,56.0,All,All,Unspecified,Unspecified,All,2021-10-01,Match,0.1336306209562122,Acceptable,"Facebook users only, Limited sample size",,S112,0,2022-03-24 09:31:36,1,2021-10-01,Reason for being tested for COVID-19,Tests,Reason,Core indicator,N,Zimbabwe,ESAR,Y,Lower middle income,Extremely Fragile,University of Maryland,COVID-19 World Survey Data API,"This is an API for accessing the daily COVID-19 World Symptoms Survey data. Data calculated based on the Facebook global symptoms survey data. Using the survey data, we estimate the percentage of people in a given country or region. ","Junchuan Fan, Yao Li, Kathleen Stewart, Anil R. Kommareddy, Adrianne Bradford, Samantha Chiu, Frauke Kreuter, Neta Barkay, Alyssa Bilinski, Brian Kim, Roee Eliat, Tal Galili, Daniel Haimovich, Sarah LaRocca, Stanley Presser, Katherine Morris, Joshua A Salomon, Elizabeth A. Stuart, Ryan Tibshirani, Tali Alterman Barash, Curtiss Cobb, Andres Garcia, Andi Gros, Ahmed Isa, Alex Kaess, Faisal Karim, Ofir Eretz Kedosha, Shelly Matskel, Roee Melamed, Amey Patankar, Irit Rutenberg, Tal Salmona, David Vannette",Misc.,,,Multi-country,Peer-review,Dataset,,University of Maryland,https://covidmap.umd.edu/api.html,2020-06-01,vaccination|protection measures|trust,Processed,monthly,Panel-based sample,14862924.0,Global
1191,ZWE,National,TES002,Part of other medical care,Do any of the following reasons describe why you were tested for COVID-19 in the past 14 days? - I was tested while receiving other medical care,0.217349,10.0,46.0,All,All,Unspecified,Unspecified,All,2021-11-01,Match,0.14744195615489714,Acceptable,"Facebook users only, Extremely limited sample size",,S112,0,2022-03-24 10:38:20,1,2021-11-01,Reason for being tested for COVID-19,Tests,Reason,Core indicator,N,Zimbabwe,ESAR,Y,Lower middle income,Extremely Fragile,University of Maryland,COVID-19 World Survey Data API,"This is an API for accessing the daily COVID-19 World Symptoms Survey data. Data calculated based on the Facebook global symptoms survey data. Using the survey data, we estimate the percentage of people in a given country or region. ","Junchuan Fan, Yao Li, Kathleen Stewart, Anil R. Kommareddy, Adrianne Bradford, Samantha Chiu, Frauke Kreuter, Neta Barkay, Alyssa Bilinski, Brian Kim, Roee Eliat, Tal Galili, Daniel Haimovich, Sarah LaRocca, Stanley Presser, Katherine Morris, Joshua A Salomon, Elizabeth A. Stuart, Ryan Tibshirani, Tali Alterman Barash, Curtiss Cobb, Andres Garcia, Andi Gros, Ahmed Isa, Alex Kaess, Faisal Karim, Ofir Eretz Kedosha, Shelly Matskel, Roee Melamed, Amey Patankar, Irit Rutenberg, Tal Salmona, David Vannette",Misc.,,,Multi-country,Peer-review,Dataset,,University of Maryland,https://covidmap.umd.edu/api.html,2020-06-01,vaccination|protection measures|trust,Processed,monthly,Panel-based sample,14862924.0,Global
1192,ZWE,National,TES002,Part of other medical care,Do any of the following reasons describe why you were tested for COVID-19 in the past 14 days? - I was tested while receiving other medical care,0.114687,5.0,43.0,All,All,Unspecified,Unspecified,All,2021-12-01,Match,0.15249857033260467,Acceptable,"Facebook users only, Extremely limited sample size",,S112,0,2022-03-24 11:32:21,1,2021-12-01,Reason for being tested for COVID-19,Tests,Reason,Core indicator,N,Zimbabwe,ESAR,Y,Lower middle income,Extremely Fragile,University of Maryland,COVID-19 World Survey Data API,"This is an API for accessing the daily COVID-19 World Symptoms Survey data. Data calculated based on the Facebook global symptoms survey data. Using the survey data, we estimate the percentage of people in a given country or region. ","Junchuan Fan, Yao Li, Kathleen Stewart, Anil R. Kommareddy, Adrianne Bradford, Samantha Chiu, Frauke Kreuter, Neta Barkay, Alyssa Bilinski, Brian Kim, Roee Eliat, Tal Galili, Daniel Haimovich, Sarah LaRocca, Stanley Presser, Katherine Morris, Joshua A Salomon, Elizabeth A. Stuart, Ryan Tibshirani, Tali Alterman Barash, Curtiss Cobb, Andres Garcia, Andi Gros, Ahmed Isa, Alex Kaess, Faisal Karim, Ofir Eretz Kedosha, Shelly Matskel, Roee Melamed, Amey Patankar, Irit Rutenberg, Tal Salmona, David Vannette",Misc.,,,Multi-country,Peer-review,Dataset,,University of Maryland,https://covidmap.umd.edu/api.html,2020-06-01,vaccination|protection measures|trust,Processed,monthly,Panel-based sample,14862924.0,Global
1193,ZWE,National,TES002,Part of other medical care,Do any of the following reasons describe why you were tested for COVID-19 in the past 14 days? - I was tested while receiving other medical care,0.174677,7.0,42.0,All,All,Unspecified,Unspecified,All,2022-01-01,Match,0.1543033499620919,Acceptable,"Facebook users only, Extremely limited sample size",,S112,0,2022-04-07 11:25:02,1,2022-01-01,Reason for being tested for COVID-19,Tests,Reason,Core indicator,N,Zimbabwe,ESAR,Y,Lower middle income,Extremely Fragile,University of Maryland,COVID-19 World Survey Data API,"This is an API for accessing the daily COVID-19 World Symptoms Survey data. Data calculated based on the Facebook global symptoms survey data. Using the survey data, we estimate the percentage of people in a given country or region. ","Junchuan Fan, Yao Li, Kathleen Stewart, Anil R. Kommareddy, Adrianne Bradford, Samantha Chiu, Frauke Kreuter, Neta Barkay, Alyssa Bilinski, Brian Kim, Roee Eliat, Tal Galili, Daniel Haimovich, Sarah LaRocca, Stanley Presser, Katherine Morris, Joshua A Salomon, Elizabeth A. Stuart, Ryan Tibshirani, Tali Alterman Barash, Curtiss Cobb, Andres Garcia, Andi Gros, Ahmed Isa, Alex Kaess, Faisal Karim, Ofir Eretz Kedosha, Shelly Matskel, Roee Melamed, Amey Patankar, Irit Rutenberg, Tal Salmona, David Vannette",Misc.,,,Multi-country,Peer-review,Dataset,,University of Maryland,https://covidmap.umd.edu/api.html,2020-06-01,vaccination|protection measures|trust,Processed,monthly,Panel-based sample,14862924.0,Global
1194,ZWE,National,TES002,Part of other medical care,,0.0,,,All,All,Unspecified,Unspecified,All,2022-03-01,Partial,1.4142135381698608,Acceptable,Interpolation,interpolation,S000,1,2022-04-07 21:09:56,1,2022-03-01,Reason for being tested for COVID-19,Tests,Reason,Core indicator,N,Zimbabwe,ESAR,Y,Lower middle income,Extremely Fragile,Interpolation,Interpolation,,,,,,,,,,,,,,,,,14862924.0,Global
1195,ZWE,National,TES002,Required by work/school,,0.0829104,,,All,All,Unspecified,Unspecified,All,2020-03-01,Partial,0.9682458639144897,Acceptable,Interpolation,interpolation,S000,1,2022-04-07 21:09:57,1,2020-03-01,Reason for being tested for COVID-19,Tests,Reason,Core indicator,N,Zimbabwe,ESAR,Y,Lower middle income,Extremely Fragile,Interpolation,Interpolation,,,,,,,,,,,,,,,,,14862924.0,Global
1196,ZWE,National,TES002,Required by work/school,,0.0829104,,,All,All,Unspecified,Unspecified,All,2020-04-01,Partial,0.9354143738746643,Acceptable,Interpolation,interpolation,S000,1,2022-04-07 21:09:57,1,2020-04-01,Reason for being tested for COVID-19,Tests,Reason,Core indicator,N,Zimbabwe,ESAR,Y,Lower middle income,Extremely Fragile,Interpolation,Interpolation,,,,,,,,,,,,,,,,,14862924.0,Global
1197,ZWE,National,TES002,Required by work/school,,0.0829104,,,All,All,Unspecified,Unspecified,All,2020-05-01,Partial,0.9013878107070923,Acceptable,Interpolation,interpolation,S000,1,2022-04-07 21:09:57,1,2020-05-01,Reason for being tested for COVID-19,Tests,Reason,Core indicator,N,Zimbabwe,ESAR,Y,Lower middle income,Extremely Fragile,Interpolation,Interpolation,,,,,,,,,,,,,,,,,14862924.0,Global
1198,ZWE,National,TES002,Required by work/school,,0.0829104,,,All,All,Unspecified,Unspecified,All,2020-06-01,Partial,0.8660253882408142,Acceptable,Interpolation,interpolation,S000,1,2022-04-07 21:09:57,1,2020-06-01,Reason for being tested for COVID-19,Tests,Reason,Core indicator,N,Zimbabwe,ESAR,Y,Lower middle income,Extremely Fragile,Interpolation,Interpolation,,,,,,,,,,,,,,,,,14862924.0,Global
1199,ZWE,National,TES002,Required by work/school,,0.0829104,,,All,All,Unspecified,Unspecified,All,2020-07-01,Partial,0.829156219959259,Acceptable,Interpolation,interpolation,S000,1,2022-04-07 21:09:57,1,2020-07-01,Reason for being tested for COVID-19,Tests,Reason,Core indicator,N,Zimbabwe,ESAR,Y,Lower middle income,Extremely Fragile,Interpolation,Interpolation,,,,,,,,,,,,,,,,,14862924.0,Global
1200,ZWE,National,TES002,Required by work/school,,0.0829104,,,All,All,Unspecified,Unspecified,All,2020-08-01,Partial,0.7905694246292114,Acceptable,Interpolation,interpolation,S000,1,2022-04-07 21:09:57,1,2020-08-01,Reason for being tested for COVID-19,Tests,Reason,Core indicator,N,Zimbabwe,ESAR,Y,Lower middle income,Extremely Fragile,Interpolation,Interpolation,,,,,,,,,,,,,,,,,14862924.0,Global
1201,ZWE,National,TES002,Required by work/school,,0.0829104,,,All,All,Unspecified,Unspecified,All,2020-09-01,Partial,0.75,Acceptable,Interpolation,interpolation,S000,1,2022-04-07 21:09:57,1,2020-09-01,Reason for being tested for COVID-19,Tests,Reason,Core indicator,N,Zimbabwe,ESAR,Y,Lower middle income,Extremely Fragile,Interpolation,Interpolation,,,,,,,,,,,,,,,,,14862924.0,Global
1202,ZWE,National,TES002,Required by work/school,,0.0829104,,,All,All,Unspecified,Unspecified,All,2020-10-01,Partial,0.7071067690849304,Acceptable,Interpolation,interpolation,S000,1,2022-04-07 21:09:57,1,2020-10-01,Reason for being tested for COVID-19,Tests,Reason,Core indicator,N,Zimbabwe,ESAR,Y,Lower middle income,Extremely Fragile,Interpolation,Interpolation,,,,,,,,,,,,,,,,,14862924.0,Global
1203,ZWE,National,TES002,Required by work/school,,0.0829104,,,All,All,Unspecified,Unspecified,All,2020-11-01,Partial,0.6614378094673157,Acceptable,Interpolation,interpolation,S000,1,2022-04-07 21:09:57,1,2020-11-01,Reason for being tested for COVID-19,Tests,Reason,Core indicator,N,Zimbabwe,ESAR,Y,Lower middle income,Extremely Fragile,Interpolation,Interpolation,,,,,,,,,,,,,,,,,14862924.0,Global
1204,ZWE,National,TES002,Required by work/school,,0.0829104,,,All,All,Unspecified,Unspecified,All,2020-12-01,Partial,0.6123724579811096,Acceptable,Interpolation,interpolation,S000,1,2022-04-07 21:09:57,1,2020-12-01,Reason for being tested for COVID-19,Tests,Reason,Core indicator,N,Zimbabwe,ESAR,Y,Lower middle income,Extremely Fragile,Interpolation,Interpolation,,,,,,,,,,,,,,,,,14862924.0,Global
1205,ZWE,National,TES002,Required by work/school,,0.0829104,,,All,All,Unspecified,Unspecified,All,2021-01-01,Partial,0.55901700258255,Acceptable,Interpolation,interpolation,S000,1,2022-04-07 21:09:57,1,2021-01-01,Reason for being tested for COVID-19,Tests,Reason,Core indicator,N,Zimbabwe,ESAR,Y,Lower middle income,Extremely Fragile,Interpolation,Interpolation,,,,,,,,,,,,,,,,,14862924.0,Global
1206,ZWE,National,TES002,Required by work/school,,0.0829104,,,All,All,Unspecified,Unspecified,All,2021-02-01,Partial,0.5,Acceptable,Interpolation,interpolation,S000,1,2022-04-07 21:09:57,1,2021-02-01,Reason for being tested for COVID-19,Tests,Reason,Core indicator,N,Zimbabwe,ESAR,Y,Lower middle income,Extremely Fragile,Interpolation,Interpolation,,,,,,,,,,,,,,,,,14862924.0,Global
1207,ZWE,National,TES002,Required by work/school,,0.0829104,,,All,All,Unspecified,Unspecified,All,2021-03-01,Partial,0.4330126941204071,Acceptable,Interpolation,interpolation,S000,1,2022-04-07 21:09:57,1,2021-03-01,Reason for being tested for COVID-19,Tests,Reason,Core indicator,N,Zimbabwe,ESAR,Y,Lower middle income,Extremely Fragile,Interpolation,Interpolation,,,,,,,,,,,,,,,,,14862924.0,Global
1208,ZWE,National,TES002,Required by work/school,,0.0829104,,,All,All,Unspecified,Unspecified,All,2021-04-01,Partial,0.3535533845424652,Acceptable,Interpolation,interpolation,S000,1,2022-04-07 21:09:57,1,2021-04-01,Reason for being tested for COVID-19,Tests,Reason,Core indicator,N,Zimbabwe,ESAR,Y,Lower middle income,Extremely Fragile,Interpolation,Interpolation,,,,,,,,,,,,,,,,,14862924.0,Global
1209,ZWE,National,TES002,Required by work/school,Do any of the following reasons describe why you were tested for COVID-19 in the past 14 days? - My employer or school required it,0.45978,25.0,54.0,All,All,Unspecified,Unspecified,All,2021-06-01,Match,0.13608276348795434,Acceptable,"Facebook users only, Limited sample size",,S112,0,2022-03-24 04:02:11,1,2021-06-01,Reason for being tested for COVID-19,Tests,Reason,Core indicator,N,Zimbabwe,ESAR,Y,Lower middle income,Extremely Fragile,University of Maryland,COVID-19 World Survey Data API,"This is an API for accessing the daily COVID-19 World Symptoms Survey data. Data calculated based on the Facebook global symptoms survey data. Using the survey data, we estimate the percentage of people in a given country or region. ","Junchuan Fan, Yao Li, Kathleen Stewart, Anil R. Kommareddy, Adrianne Bradford, Samantha Chiu, Frauke Kreuter, Neta Barkay, Alyssa Bilinski, Brian Kim, Roee Eliat, Tal Galili, Daniel Haimovich, Sarah LaRocca, Stanley Presser, Katherine Morris, Joshua A Salomon, Elizabeth A. Stuart, Ryan Tibshirani, Tali Alterman Barash, Curtiss Cobb, Andres Garcia, Andi Gros, Ahmed Isa, Alex Kaess, Faisal Karim, Ofir Eretz Kedosha, Shelly Matskel, Roee Melamed, Amey Patankar, Irit Rutenberg, Tal Salmona, David Vannette",Misc.,,,Multi-country,Peer-review,Dataset,,University of Maryland,https://covidmap.umd.edu/api.html,2020-06-01,vaccination|protection measures|trust,Processed,monthly,Panel-based sample,14862924.0,Global
1210,ZWE,National,TES002,Required by work/school,Do any of the following reasons describe why you were tested for COVID-19 in the past 14 days? - My employer or school required it,0.136979,9.0,66.0,All,All,Unspecified,Unspecified,All,2021-07-01,Match,0.12309149097933272,Acceptable,"Facebook users only, Limited sample size",,S112,0,2022-03-24 05:38:54,1,2021-07-01,Reason for being tested for COVID-19,Tests,Reason,Core indicator,N,Zimbabwe,ESAR,Y,Lower middle income,Extremely Fragile,University of Maryland,COVID-19 World Survey Data API,"This is an API for accessing the daily COVID-19 World Symptoms Survey data. Data calculated based on the Facebook global symptoms survey data. Using the survey data, we estimate the percentage of people in a given country or region. ","Junchuan Fan, Yao Li, Kathleen Stewart, Anil R. Kommareddy, Adrianne Bradford, Samantha Chiu, Frauke Kreuter, Neta Barkay, Alyssa Bilinski, Brian Kim, Roee Eliat, Tal Galili, Daniel Haimovich, Sarah LaRocca, Stanley Presser, Katherine Morris, Joshua A Salomon, Elizabeth A. Stuart, Ryan Tibshirani, Tali Alterman Barash, Curtiss Cobb, Andres Garcia, Andi Gros, Ahmed Isa, Alex Kaess, Faisal Karim, Ofir Eretz Kedosha, Shelly Matskel, Roee Melamed, Amey Patankar, Irit Rutenberg, Tal Salmona, David Vannette",Misc.,,,Multi-country,Peer-review,Dataset,,University of Maryland,https://covidmap.umd.edu/api.html,2020-06-01,vaccination|protection measures|trust,Processed,monthly,Panel-based sample,14862924.0,Global
1211,ZWE,National,TES002,Required by work/school,Do any of the following reasons describe why you were tested for COVID-19 in the past 14 days? - My employer or school required it,0.194964,13.0,68.0,All,All,Unspecified,Unspecified,All,2021-08-01,Match,0.12126781251816648,Acceptable,"Facebook users only, Limited sample size",,S112,0,2022-03-24 07:15:16,1,2021-08-01,Reason for being tested for COVID-19,Tests,Reason,Core indicator,N,Zimbabwe,ESAR,Y,Lower middle income,Extremely Fragile,University of Maryland,COVID-19 World Survey Data API,"This is an API for accessing the daily COVID-19 World Symptoms Survey data. Data calculated based on the Facebook global symptoms survey data. Using the survey data, we estimate the percentage of people in a given country or region. ","Junchuan Fan, Yao Li, Kathleen Stewart, Anil R. Kommareddy, Adrianne Bradford, Samantha Chiu, Frauke Kreuter, Neta Barkay, Alyssa Bilinski, Brian Kim, Roee Eliat, Tal Galili, Daniel Haimovich, Sarah LaRocca, Stanley Presser, Katherine Morris, Joshua A Salomon, Elizabeth A. Stuart, Ryan Tibshirani, Tali Alterman Barash, Curtiss Cobb, Andres Garcia, Andi Gros, Ahmed Isa, Alex Kaess, Faisal Karim, Ofir Eretz Kedosha, Shelly Matskel, Roee Melamed, Amey Patankar, Irit Rutenberg, Tal Salmona, David Vannette",Misc.,,,Multi-country,Peer-review,Dataset,,University of Maryland,https://covidmap.umd.edu/api.html,2020-06-01,vaccination|protection measures|trust,Processed,monthly,Panel-based sample,14862924.0,Global
1212,ZWE,National,TES002,Required by work/school,Do any of the following reasons describe why you were tested for COVID-19 in the past 14 days? - My employer or school required it,0.141066,8.0,54.0,All,All,Unspecified,Unspecified,All,2021-09-01,Match,0.13608276348795434,Acceptable,"Facebook users only, Limited sample size",,S112,0,2022-03-24 08:23:44,1,2021-09-01,Reason for being tested for COVID-19,Tests,Reason,Core indicator,N,Zimbabwe,ESAR,Y,Lower middle income,Extremely Fragile,University of Maryland,COVID-19 World Survey Data API,"This is an API for accessing the daily COVID-19 World Symptoms Survey data. Data calculated based on the Facebook global symptoms survey data. Using the survey data, we estimate the percentage of people in a given country or region. ","Junchuan Fan, Yao Li, Kathleen Stewart, Anil R. Kommareddy, Adrianne Bradford, Samantha Chiu, Frauke Kreuter, Neta Barkay, Alyssa Bilinski, Brian Kim, Roee Eliat, Tal Galili, Daniel Haimovich, Sarah LaRocca, Stanley Presser, Katherine Morris, Joshua A Salomon, Elizabeth A. Stuart, Ryan Tibshirani, Tali Alterman Barash, Curtiss Cobb, Andres Garcia, Andi Gros, Ahmed Isa, Alex Kaess, Faisal Karim, Ofir Eretz Kedosha, Shelly Matskel, Roee Melamed, Amey Patankar, Irit Rutenberg, Tal Salmona, David Vannette",Misc.,,,Multi-country,Peer-review,Dataset,,University of Maryland,https://covidmap.umd.edu/api.html,2020-06-01,vaccination|protection measures|trust,Processed,monthly,Panel-based sample,14862924.0,Global
1213,ZWE,National,TES002,Required by work/school,Do any of the following reasons describe why you were tested for COVID-19 in the past 14 days? - My employer or school required it,0.242829,14.0,56.0,All,All,Unspecified,Unspecified,All,2021-10-01,Match,0.1336306209562122,Acceptable,"Facebook users only, Limited sample size",,S112,0,2022-03-24 09:31:56,1,2021-10-01,Reason for being tested for COVID-19,Tests,Reason,Core indicator,N,Zimbabwe,ESAR,Y,Lower middle income,Extremely Fragile,University of Maryland,COVID-19 World Survey Data API,"This is an API for accessing the daily COVID-19 World Symptoms Survey data. Data calculated based on the Facebook global symptoms survey data. Using the survey data, we estimate the percentage of people in a given country or region. ","Junchuan Fan, Yao Li, Kathleen Stewart, Anil R. Kommareddy, Adrianne Bradford, Samantha Chiu, Frauke Kreuter, Neta Barkay, Alyssa Bilinski, Brian Kim, Roee Eliat, Tal Galili, Daniel Haimovich, Sarah LaRocca, Stanley Presser, Katherine Morris, Joshua A Salomon, Elizabeth A. Stuart, Ryan Tibshirani, Tali Alterman Barash, Curtiss Cobb, Andres Garcia, Andi Gros, Ahmed Isa, Alex Kaess, Faisal Karim, Ofir Eretz Kedosha, Shelly Matskel, Roee Melamed, Amey Patankar, Irit Rutenberg, Tal Salmona, David Vannette",Misc.,,,Multi-country,Peer-review,Dataset,,University of Maryland,https://covidmap.umd.edu/api.html,2020-06-01,vaccination|protection measures|trust,Processed,monthly,Panel-based sample,14862924.0,Global
1214,ZWE,National,TES002,Required by work/school,Do any of the following reasons describe why you were tested for COVID-19 in the past 14 days? - My employer or school required it,0.381874,18.0,46.0,All,All,Unspecified,Unspecified,All,2021-11-01,Match,0.14744195615489714,Acceptable,"Facebook users only, Extremely limited sample size",,S112,0,2022-03-24 10:38:41,1,2021-11-01,Reason for being tested for COVID-19,Tests,Reason,Core indicator,N,Zimbabwe,ESAR,Y,Lower middle income,Extremely Fragile,University of Maryland,COVID-19 World Survey Data API,"This is an API for accessing the daily COVID-19 World Symptoms Survey data. Data calculated based on the Facebook global symptoms survey data. Using the survey data, we estimate the percentage of people in a given country or region. ","Junchuan Fan, Yao Li, Kathleen Stewart, Anil R. Kommareddy, Adrianne Bradford, Samantha Chiu, Frauke Kreuter, Neta Barkay, Alyssa Bilinski, Brian Kim, Roee Eliat, Tal Galili, Daniel Haimovich, Sarah LaRocca, Stanley Presser, Katherine Morris, Joshua A Salomon, Elizabeth A. Stuart, Ryan Tibshirani, Tali Alterman Barash, Curtiss Cobb, Andres Garcia, Andi Gros, Ahmed Isa, Alex Kaess, Faisal Karim, Ofir Eretz Kedosha, Shelly Matskel, Roee Melamed, Amey Patankar, Irit Rutenberg, Tal Salmona, David Vannette",Misc.,,,Multi-country,Peer-review,Dataset,,University of Maryland,https://covidmap.umd.edu/api.html,2020-06-01,vaccination|protection measures|trust,Processed,monthly,Panel-based sample,14862924.0,Global
1215,ZWE,National,TES002,Required by work/school,Do any of the following reasons describe why you were tested for COVID-19 in the past 14 days? - My employer or school required it,0.0963668,4.0,43.0,All,All,Unspecified,Unspecified,All,2021-12-01,Match,0.15249857033260467,Acceptable,"Facebook users only, Extremely limited sample size",,S112,0,2022-03-24 11:32:43,1,2021-12-01,Reason for being tested for COVID-19,Tests,Reason,Core indicator,N,Zimbabwe,ESAR,Y,Lower middle income,Extremely Fragile,University of Maryland,COVID-19 World Survey Data API,"This is an API for accessing the daily COVID-19 World Symptoms Survey data. Data calculated based on the Facebook global symptoms survey data. Using the survey data, we estimate the percentage of people in a given country or region. ","Junchuan Fan, Yao Li, Kathleen Stewart, Anil R. Kommareddy, Adrianne Bradford, Samantha Chiu, Frauke Kreuter, Neta Barkay, Alyssa Bilinski, Brian Kim, Roee Eliat, Tal Galili, Daniel Haimovich, Sarah LaRocca, Stanley Presser, Katherine Morris, Joshua A Salomon, Elizabeth A. Stuart, Ryan Tibshirani, Tali Alterman Barash, Curtiss Cobb, Andres Garcia, Andi Gros, Ahmed Isa, Alex Kaess, Faisal Karim, Ofir Eretz Kedosha, Shelly Matskel, Roee Melamed, Amey Patankar, Irit Rutenberg, Tal Salmona, David Vannette",Misc.,,,Multi-country,Peer-review,Dataset,,University of Maryland,https://covidmap.umd.edu/api.html,2020-06-01,vaccination|protection measures|trust,Processed,monthly,Panel-based sample,14862924.0,Global
1216,ZWE,National,TES002,Required by work/school,Do any of the following reasons describe why you were tested for COVID-19 in the past 14 days? - My employer or school required it,0.417058,18.0,42.0,All,All,Unspecified,Unspecified,All,2022-01-01,Match,0.1543033499620919,Acceptable,"Facebook users only, Extremely limited sample size",,S112,0,2022-04-07 11:25:22,1,2022-01-01,Reason for being tested for COVID-19,Tests,Reason,Core indicator,N,Zimbabwe,ESAR,Y,Lower middle income,Extremely Fragile,University of Maryland,COVID-19 World Survey Data API,"This is an API for accessing the daily COVID-19 World Symptoms Survey data. Data calculated based on the Facebook global symptoms survey data. Using the survey data, we estimate the percentage of people in a given country or region. ","Junchuan Fan, Yao Li, Kathleen Stewart, Anil R. Kommareddy, Adrianne Bradford, Samantha Chiu, Frauke Kreuter, Neta Barkay, Alyssa Bilinski, Brian Kim, Roee Eliat, Tal Galili, Daniel Haimovich, Sarah LaRocca, Stanley Presser, Katherine Morris, Joshua A Salomon, Elizabeth A. Stuart, Ryan Tibshirani, Tali Alterman Barash, Curtiss Cobb, Andres Garcia, Andi Gros, Ahmed Isa, Alex Kaess, Faisal Karim, Ofir Eretz Kedosha, Shelly Matskel, Roee Melamed, Amey Patankar, Irit Rutenberg, Tal Salmona, David Vannette",Misc.,,,Multi-country,Peer-review,Dataset,,University of Maryland,https://covidmap.umd.edu/api.html,2020-06-01,vaccination|protection measures|trust,Processed,monthly,Panel-based sample,14862924.0,Global
1217,ZWE,National,TES002,Required by work/school,,1.0,,,All,All,Unspecified,Unspecified,All,2022-03-01,Partial,1.4142135381698608,Acceptable,Interpolation,interpolation,S000,1,2022-04-07 21:09:57,1,2022-03-01,Reason for being tested for COVID-19,Tests,Reason,Core indicator,N,Zimbabwe,ESAR,Y,Lower middle income,Extremely Fragile,Interpolation,Interpolation,,,,,,,,,,,,,,,,,14862924.0,Global
1218,ZWE,National,TES002,Required to travel,,0.443413,,,All,All,Unspecified,Unspecified,All,2020-03-01,Partial,0.9682458639144897,Acceptable,Interpolation,interpolation,S000,1,2022-04-07 21:10:00,1,2020-03-01,Reason for being tested for COVID-19,Tests,Reason,Core indicator,N,Zimbabwe,ESAR,Y,Lower middle income,Extremely Fragile,Interpolation,Interpolation,,,,,,,,,,,,,,,,,14862924.0,Global
